ball_id,row,col,category,signal_group,voltage_bank,direction,status
N24,N,24,HBM_CHANNEL,HBM_CHA_DQ_DQS_CA,VDDQ_HBM_0V4,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
N25,N,25,HBM_CHANNEL,HBM_CHA_DQ_DQS_CA,VDDQ_HBM_0V4,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
N26,N,26,HBM_CHANNEL,HBM_CHB_DQ_DQS_CA,VDDQ_HBM_0V4,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
N27,N,27,HBM_CHANNEL,HBM_CHB_DQ_DQS_CA,VDDQ_HBM_0V4,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
N28,N,28,HBM_CHANNEL,HBM_CHB_DQ_DQS_CA,VDDQ_HBM_0V4,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
N29,N,29,HBM_CHANNEL,HBM_CHB_DQ_DQS_CA,VDDQ_HBM_0V4,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
N30,N,30,HBM_CHANNEL,HBM_CHB_DQ_DQS_CA,VDDQ_HBM_0V4,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
N31,N,31,HBM_CHANNEL,HBM_CHB_DQ_DQS_CA,VDDQ_HBM_0V4,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
N32,N,32,HBM_CHANNEL,HBM_CHB_DQ_DQS_CA,VDDQ_HBM_0V4,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
N33,N,33,HBM_CHANNEL,HBM_CHB_DQ_DQS_CA,VDDQ_HBM_0V4,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
N34,N,34,HBM_CHANNEL,HBM_CHB_DQ_DQS_CA,VDDQ_HBM_0V4,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
N35,N,35,HBM_CHANNEL,HBM_CHB_DQ_DQS_CA,VDDQ_HBM_0V4,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
N36,N,36,HBM_CHANNEL,HBM_CHB_DQ_DQS_CA,VDDQ_HBM_0V4,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
N37,N,37,HBM_CHANNEL,HBM_CHB_DQ_DQS_CA,VDDQ_HBM_0V4,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
N38,N,38,HBM_CHANNEL,HBM_CHB_DQ_DQS_CA,VDDQ_HBM_0V4,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
N39,N,39,HBM_CHANNEL,HBM_CHB_DQ_DQS_CA,VDDQ_HBM_0V4,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
N40,N,40,HBM_CHANNEL,HBM_CHB_DQ_DQS_CA,VDDQ_HBM_0V4,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
N41,N,41,PCIE_FABRIC,PCIE_GEN6_FABRIC_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
N42,N,42,PCIE_FABRIC,PCIE_GEN6_FABRIC_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
N43,N,43,PCIE_FABRIC,PCIE_GEN6_FABRIC_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
N44,N,44,PCIE_FABRIC,PCIE_GEN6_FABRIC_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
N45,N,45,PCIE_FABRIC,PCIE_GEN6_FABRIC_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
N46,N,46,PCIE_FABRIC,PCIE_GEN6_FABRIC_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
N47,N,47,PCIE_FABRIC,PCIE_GEN6_FABRIC_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
N48,N,48,CTRL,CLK_RST_STRAP_DEBUG,VDD_1V1,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
N49,N,49,GROUND,VSS_RING,GND,PWR,DRAFT-PENDING-IP-OWNER-SIGNOFF
N50,N,50,POWER,VDD_CORE_RING,VDD_0V75,PWR,DRAFT-PENDING-IP-OWNER-SIGNOFF
P1,P,1,POWER,VDD_CORE_RING,VDD_0V75,PWR,DRAFT-PENDING-IP-OWNER-SIGNOFF
P2,P,2,GROUND,VSS_RING,GND,PWR,DRAFT-PENDING-IP-OWNER-SIGNOFF
P3,P,3,CTRL,CLK_RST_STRAP_DEBUG,VDD_1V1,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
P4,P,4,OPTICAL_SERDES,TFLN_PIC_SERDES_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
P5,P,5,OPTICAL_SERDES,TFLN_PIC_SERDES_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
P6,P,6,OPTICAL_SERDES,TFLN_PIC_SERDES_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
P7,P,7,OPTICAL_SERDES,TFLN_PIC_SERDES_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
P8,P,8,OPTICAL_SERDES,TFLN_PIC_SERDES_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
P9,P,9,OPTICAL_SERDES,TFLN_PIC_SERDES_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
P10,P,10,OPTICAL_SERDES,TFLN_PIC_SERDES_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
P11,P,11,OPTICAL_SERDES,TFLN_PIC_SERDES_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
P12,P,12,HBM_CHANNEL,HBM_CHA_DQ_DQS_CA,VDDQ_HBM_0V4,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
P13,P,13,HBM_CHANNEL,HBM_CHA_DQ_DQS_CA,VDDQ_HBM_0V4,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
P14,P,14,HBM_CHANNEL,HBM_CHA_DQ_DQS_CA,VDDQ_HBM_0V4,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
P15,P,15,HBM_CHANNEL,HBM_CHA_DQ_DQS_CA,VDDQ_HBM_0V4,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
P16,P,16,HBM_CHANNEL,HBM_CHA_DQ_DQS_CA,VDDQ_HBM_0V4,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
P17,P,17,HBM_CHANNEL,HBM_CHA_DQ_DQS_CA,VDDQ_HBM_0V4,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
P18,P,18,HBM_CHANNEL,HBM_CHA_DQ_DQS_CA,VDDQ_HBM_0V4,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
P19,P,19,HBM_CHANNEL,HBM_CHA_DQ_DQS_CA,VDDQ_HBM_0V4,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
P20,P,20,HBM_CHANNEL,HBM_CHA_DQ_DQS_CA,VDDQ_HBM_0V4,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
P21,P,21,HBM_CHANNEL,HBM_CHA_DQ_DQS_CA,VDDQ_HBM_0V4,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
P22,P,22,HBM_CHANNEL,HBM_CHA_DQ_DQS_CA,VDDQ_HBM_0V4,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
P23,P,23,HBM_CHANNEL,HBM_CHA_DQ_DQS_CA,VDDQ_HBM_0V4,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
P24,P,24,HBM_CHANNEL,HBM_CHA_DQ_DQS_CA,VDDQ_HBM_0V4,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
P25,P,25,HBM_CHANNEL,HBM_CHA_DQ_DQS_CA,VDDQ_HBM_0V4,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
P26,P,26,HBM_CHANNEL,HBM_CHB_DQ_DQS_CA,VDDQ_HBM_0V4,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
P27,P,27,HBM_CHANNEL,HBM_CHB_DQ_DQS_CA,VDDQ_HBM_0V4,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
P28,P,28,HBM_CHANNEL,HBM_CHB_DQ_DQS_CA,VDDQ_HBM_0V4,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
P29,P,29,HBM_CHANNEL,HBM_CHB_DQ_DQS_CA,VDDQ_HBM_0V4,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
P30,P,30,HBM_CHANNEL,HBM_CHB_DQ_DQS_CA,VDDQ_HBM_0V4,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
P31,P,31,HBM_CHANNEL,HBM_CHB_DQ_DQS_CA,VDDQ_HBM_0V4,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
P32,P,32,HBM_CHANNEL,HBM_CHB_DQ_DQS_CA,VDDQ_HBM_0V4,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
P33,P,33,HBM_CHANNEL,HBM_CHB_DQ_DQS_CA,VDDQ_HBM_0V4,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
P34,P,34,HBM_CHANNEL,HBM_CHB_DQ_DQS_CA,VDDQ_HBM_0V4,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
P35,P,35,HBM_CHANNEL,HBM_CHB_DQ_DQS_CA,VDDQ_HBM_0V4,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
P36,P,36,HBM_CHANNEL,HBM_CHB_DQ_DQS_CA,VDDQ_HBM_0V4,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
P37,P,37,HBM_CHANNEL,HBM_CHB_DQ_DQS_CA,VDDQ_HBM_0V4,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
P38,P,38,HBM_CHANNEL,HBM_CHB_DQ_DQS_CA,VDDQ_HBM_0V4,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
P39,P,39,HBM_CHANNEL,HBM_CHB_DQ_DQS_CA,VDDQ_HBM_0V4,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
P40,P,40,HBM_CHANNEL,HBM_CHB_DQ_DQS_CA,VDDQ_HBM_0V4,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
P41,P,41,PCIE_FABRIC,PCIE_GEN6_FABRIC_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
P42,P,42,PCIE_FABRIC,PCIE_GEN6_FABRIC_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
P43,P,43,PCIE_FABRIC,PCIE_GEN6_FABRIC_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
P44,P,44,PCIE_FABRIC,PCIE_GEN6_FABRIC_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
P45,P,45,PCIE_FABRIC,PCIE_GEN6_FABRIC_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
P46,P,46,PCIE_FABRIC,PCIE_GEN6_FABRIC_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
P47,P,47,PCIE_FABRIC,PCIE_GEN6_FABRIC_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
P48,P,48,POWER,VDDQ_IO_RING,VDD_1V1,PWR,DRAFT-PENDING-IP-OWNER-SIGNOFF
P49,P,49,GROUND,VSS_RING,GND,PWR,DRAFT-PENDING-IP-OWNER-SIGNOFF
P50,P,50,POWER,VDD_CORE_RING,VDD_0V75,PWR,DRAFT-PENDING-IP-OWNER-SIGNOFF
R1,R,1,POWER,VDD_CORE_RING,VDD_0V75,PWR,DRAFT-PENDING-IP-OWNER-SIGNOFF
R2,R,2,GROUND,VSS_RING,GND,PWR,DRAFT-PENDING-IP-OWNER-SIGNOFF
R3,R,3,POWER,VDDQ_IO_RING,VDD_1V1,PWR,DRAFT-PENDING-IP-OWNER-SIGNOFF
R4,R,4,OPTICAL_SERDES,TFLN_PIC_SERDES_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
R5,R,5,OPTICAL_SERDES,TFLN_PIC_SERDES_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
R6,R,6,OPTICAL_SERDES,TFLN_PIC_SERDES_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
R7,R,7,OPTICAL_SERDES,TFLN_PIC_SERDES_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
R8,R,8,OPTICAL_SERDES,TFLN_PIC_SERDES_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
R9,R,9,OPTICAL_SERDES,TFLN_PIC_SERDES_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
R10,R,10,OPTICAL_SERDES,TFLN_PIC_SERDES_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
R11,R,11,OPTICAL_SERDES,TFLN_PIC_SERDES_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
R12,R,12,HBM_CHANNEL,HBM_CHA_DQ_DQS_CA,VDDQ_HBM_0V4,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
R13,R,13,HBM_CHANNEL,HBM_CHA_DQ_DQS_CA,VDDQ_HBM_0V4,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
R14,R,14,HBM_CHANNEL,HBM_CHA_DQ_DQS_CA,VDDQ_HBM_0V4,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
R15,R,15,HBM_CHANNEL,HBM_CHA_DQ_DQS_CA,VDDQ_HBM_0V4,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
R16,R,16,HBM_CHANNEL,HBM_CHA_DQ_DQS_CA,VDDQ_HBM_0V4,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
R17,R,17,HBM_CHANNEL,HBM_CHA_DQ_DQS_CA,VDDQ_HBM_0V4,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
R18,R,18,HBM_CHANNEL,HBM_CHA_DQ_DQS_CA,VDDQ_HBM_0V4,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
R19,R,19,HBM_CHANNEL,HBM_CHA_DQ_DQS_CA,VDDQ_HBM_0V4,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
R20,R,20,HBM_CHANNEL,HBM_CHA_DQ_DQS_CA,VDDQ_HBM_0V4,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
R21,R,21,HBM_CHANNEL,HBM_CHA_DQ_DQS_CA,VDDQ_HBM_0V4,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
R22,R,22,HBM_CHANNEL,HBM_CHA_DQ_DQS_CA,VDDQ_HBM_0V4,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
R23,R,23,HBM_CHANNEL,HBM_CHA_DQ_DQS_CA,VDDQ_HBM_0V4,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
R24,R,24,HBM_CHANNEL,HBM_CHA_DQ_DQS_CA,VDDQ_HBM_0V4,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
R25,R,25,HBM_CHANNEL,HBM_CHA_DQ_DQS_CA,VDDQ_HBM_0V4,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
R26,R,26,HBM_CHANNEL,HBM_CHB_DQ_DQS_CA,VDDQ_HBM_0V4,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
R27,R,27,HBM_CHANNEL,HBM_CHB_DQ_DQS_CA,VDDQ_HBM_0V4,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
R28,R,28,HBM_CHANNEL,HBM_CHB_DQ_DQS_CA,VDDQ_HBM_0V4,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
R29,R,29,HBM_CHANNEL,HBM_CHB_DQ_DQS_CA,VDDQ_HBM_0V4,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
R30,R,30,HBM_CHANNEL,HBM_CHB_DQ_DQS_CA,VDDQ_HBM_0V4,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
R31,R,31,HBM_CHANNEL,HBM_CHB_DQ_DQS_CA,VDDQ_HBM_0V4,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
R32,R,32,HBM_CHANNEL,HBM_CHB_DQ_DQS_CA,VDDQ_HBM_0V4,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
R33,R,33,HBM_CHANNEL,HBM_CHB_DQ_DQS_CA,VDDQ_HBM_0V4,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
R34,R,34,HBM_CHANNEL,HBM_CHB_DQ_DQS_CA,VDDQ_HBM_0V4,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
R35,R,35,HBM_CHANNEL,HBM_CHB_DQ_DQS_CA,VDDQ_HBM_0V4,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
R36,R,36,HBM_CHANNEL,HBM_CHB_DQ_DQS_CA,VDDQ_HBM_0V4,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
R37,R,37,HBM_CHANNEL,HBM_CHB_DQ_DQS_CA,VDDQ_HBM_0V4,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
R38,R,38,HBM_CHANNEL,HBM_CHB_DQ_DQS_CA,VDDQ_HBM_0V4,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
R39,R,39,HBM_CHANNEL,HBM_CHB_DQ_DQS_CA,VDDQ_HBM_0V4,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
R40,R,40,HBM_CHANNEL,HBM_CHB_DQ_DQS_CA,VDDQ_HBM_0V4,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
R41,R,41,PCIE_FABRIC,PCIE_GEN6_FABRIC_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
R42,R,42,PCIE_FABRIC,PCIE_GEN6_FABRIC_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
R43,R,43,PCIE_FABRIC,PCIE_GEN6_FABRIC_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
R44,R,44,PCIE_FABRIC,PCIE_GEN6_FABRIC_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
R45,R,45,PCIE_FABRIC,PCIE_GEN6_FABRIC_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
R46,R,46,PCIE_FABRIC,PCIE_GEN6_FABRIC_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
R47,R,47,PCIE_FABRIC,PCIE_GEN6_FABRIC_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
R48,R,48,CTRL,CLK_RST_STRAP_DEBUG,VDD_1V1,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
R49,R,49,GROUND,VSS_RING,GND,PWR,DRAFT-PENDING-IP-OWNER-SIGNOFF
R50,R,50,POWER,VDD_CORE_RING,VDD_0V75,PWR,DRAFT-PENDING-IP-OWNER-SIGNOFF
T1,T,1,POWER,VDD_CORE_RING,VDD_0V75,PWR,DRAFT-PENDING-IP-OWNER-SIGNOFF
T2,T,2,GROUND,VSS_RING,GND,PWR,DRAFT-PENDING-IP-OWNER-SIGNOFF
T3,T,3,CTRL,CLK_RST_STRAP_DEBUG,VDD_1V1,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
T4,T,4,OPTICAL_SERDES,TFLN_PIC_SERDES_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
T5,T,5,OPTICAL_SERDES,TFLN_PIC_SERDES_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
T6,T,6,OPTICAL_SERDES,TFLN_PIC_SERDES_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
T7,T,7,OPTICAL_SERDES,TFLN_PIC_SERDES_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
T8,T,8,OPTICAL_SERDES,TFLN_PIC_SERDES_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
T9,T,9,OPTICAL_SERDES,TFLN_PIC_SERDES_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
T10,T,10,OPTICAL_SERDES,TFLN_PIC_SERDES_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
T11,T,11,OPTICAL_SERDES,TFLN_PIC_SERDES_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
T12,T,12,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
T13,T,13,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
T14,T,14,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
T15,T,15,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
T16,T,16,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
T17,T,17,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
T18,T,18,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
T19,T,19,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
T20,T,20,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
T21,T,21,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
T22,T,22,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
T23,T,23,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
T24,T,24,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
T25,T,25,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
T26,T,26,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
T27,T,27,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
T28,T,28,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
T29,T,29,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
T30,T,30,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
T31,T,31,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
T32,T,32,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
T33,T,33,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
T34,T,34,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
T35,T,35,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
T36,T,36,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
T37,T,37,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
T38,T,38,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
T39,T,39,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
T40,T,40,NC_RESERVED,UNASSIGNED,N/A,NC,DRAFT-PENDING-IP-OWNER-SIGNOFF
T41,T,41,PCIE_FABRIC,PCIE_GEN6_FABRIC_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
T42,T,42,PCIE_FABRIC,PCIE_GEN6_FABRIC_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
T43,T,43,PCIE_FABRIC,PCIE_GEN6_FABRIC_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
T44,T,44,PCIE_FABRIC,PCIE_GEN6_FABRIC_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
T45,T,45,PCIE_FABRIC,PCIE_GEN6_FABRIC_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
T46,T,46,PCIE_FABRIC,PCIE_GEN6_FABRIC_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
T47,T,47,PCIE_FABRIC,PCIE_GEN6_FABRIC_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
T48,T,48,POWER,VDDQ_IO_RING,VDD_1V1,PWR,DRAFT-PENDING-IP-OWNER-SIGNOFF
T49,T,49,GROUND,VSS_RING,GND,PWR,DRAFT-PENDING-IP-OWNER-SIGNOFF
T50,T,50,POWER,VDD_CORE_RING,VDD_0V75,PWR,DRAFT-PENDING-IP-OWNER-SIGNOFF
U1,U,1,POWER,VDD_CORE_RING,VDD_0V75,PWR,DRAFT-PENDING-IP-OWNER-SIGNOFF
U2,U,2,GROUND,VSS_RING,GND,PWR,DRAFT-PENDING-IP-OWNER-SIGNOFF
U3,U,3,POWER,VDDQ_IO_RING,VDD_1V1,PWR,DRAFT-PENDING-IP-OWNER-SIGNOFF
U4,U,4,OPTICAL_SERDES,TFLN_PIC_SERDES_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
U5,U,5,OPTICAL_SERDES,TFLN_PIC_SERDES_LANE,VDD_0V9_SERDES,BIDIR,DRAFT-PENDING-IP-OWNER-SIGNOFF
